Product ID,Store ID,Current Price,Optimal Price,Expected Revenue
7603.0,11.0,61.5,78.58,22782.88
4746.0,98.0,5.93,8.9,1857.93
6384.0,16.0,27.66,41.49,15734.56
3410.0,60.0,66.64,66.64,26256.16
7581.0,37.0,44.51,61.82,22391.6
7871.0,48.0,77.07,115.6,40679.27
5977.0,8.0,5.79,8.68,2674.35
3973.0,21.0,93.15,139.73,36916.53
3780.0,45.0,48.11,72.16,17754.27
6857.0,22.0,26.2,36.39,12482.61
7927.0,32.0,41.74,62.61,13379.27
1794.0,88.0,9.09,12.62,4389.04
9374.0,11.0,43.79,65.68,26249.73
5742.0,24.0,23.7,35.55,9590.62
4968.0,16.0,70.15,105.22,32309.03
7251.0,62.0,44.24,66.36,22592.76
7766.0,63.0,39.25,58.88,18398.07
4454.0,28.0,62.2,93.3,12413.34
8956.0,35.0,53.47,80.2,15960.29
2312.0,99.0,6.73,10.1,2593.76
7823.0,2.0,86.53,129.8,35337.79
7589.0,13.0,25.65,38.47,11180.79
3947.0,20.0,35.78,45.72,13590.39
6818.0,21.0,72.35,108.52,20340.08
3038.0,33.0,60.04,76.72,22607.98
2766.0,62.0,33.04,49.56,15465.93
6306.0,96.0,56.6,78.61,18799.88
5198.0,13.0,26.8,40.2,8341.82
8377.0,54.0,51.86,72.03,19639.26
9389.0,58.0,40.68,56.5,10782.68
1574.0,39.0,65.4,98.1,21467.89
3883.0,95.0,44.23,66.34,18859.75
1942.0,92.0,35.42,35.42,13920.06
7465.0,38.0,63.81,95.72,27443.75
3369.0,23.0,19.68,29.52,6925.82
2276.0,13.0,50.44,70.06,16562.64
2699.0,50.0,35.44,53.16,11239.9
2342.0,80.0,50.59,50.59,24131.43
3077.0,21.0,12.21,18.32,4407.88
4247.0,90.0,78.65,117.98,29498.27
1137.0,73.0,93.18,139.77,35040.56
2661.0,72.0,25.71,38.56,9840.86
4788.0,2.0,43.92,65.88,13012.77
9148.0,10.0,63.4,95.1,21302.67
8589.0,26.0,91.77,91.77,42214.2
1617.0,43.0,51.45,77.18,20464.12
6245.0,92.0,8.16,8.16,3867.84
7787.0,1.0,39.63,59.45,12070.04
3605.0,8.0,27.45,41.18,8862.27
8299.0,86.0,92.93,77.44,17978.21
7190.0,58.0,11.6,17.4,2860.97
4467.0,34.0,98.94,148.41,18672.14
6144.0,76.0,84.25,126.38,27356.97
1083.0,66.0,12.08,18.12,4778.74
4276.0,33.0,15.79,23.68,5045.29
7041.0,99.0,33.48,46.5,10846.51
6702.0,53.0,89.87,134.8,31789.67
4478.0,70.0,91.34,137.01,36350.06
3349.0,7.0,6.7,10.05,1496.03
9489.0,36.0,86.06,129.09,43562.99
4630.0,87.0,82.49,123.73,45035.35
3077.0,33.0,34.61,48.07,12564.71
5567.0,22.0,45.16,67.74,20061.52
3128.0,90.0,14.78,22.17,4142.99
3379.0,21.0,65.48,90.94,23025.49
8313.0,44.0,57.88,80.39,19057.72
1652.0,7.0,35.81,53.72,20464.82
8513.0,83.0,68.89,80.37,22139.85
1112.0,58.0,13.69,20.54,4836.83
5838.0,22.0,17.92,26.88,8170.32
7569.0,69.0,93.54,140.31,40346.79
7069.0,47.0,18.59,27.88,7909.52
5516.0,93.0,16.47,24.7,4421.65
4460.0,74.0,7.95,11.92,3973.51
1827.0,55.0,26.21,39.32,11277.5
2280.0,74.0,47.0,65.28,17239.73
7417.0,13.0,66.6,77.7,27274.35
2456.0,2.0,16.12,24.18,5868.72
4559.0,66.0,40.53,60.8,12652.67
1284.0,16.0,9.87,14.8,3402.69
8346.0,94.0,55.06,76.47,23174.78
8835.0,55.0,57.47,79.82,20898.36
2409.0,84.0,25.05,37.58,4521.78
2692.0,43.0,97.35,146.02,30813.77
8746.0,37.0,78.38,117.57,43558.23
8272.0,5.0,43.52,60.44,13645.52
3896.0,56.0,77.62,77.62,29495.6
1645.0,3.0,68.22,87.17,21154.79
6950.0,95.0,50.76,76.14,13432.8
8146.0,23.0,45.64,68.46,17513.16
4721.0,44.0,28.32,42.48,11386.0
5885.0,52.0,5.87,8.8,2252.62
2172.0,39.0,91.91,137.86,47839.34
1996.0,74.0,97.38,146.07,48210.28
3162.0,58.0,10.78,16.17,2469.37
5011.0,13.0,57.73,57.73,25285.74
5083.0,21.0,46.39,59.28,13601.0
8612.0,94.0,30.16,30.16,12516.4
1021.0,9.0,11.43,17.14,4909.89
2571.0,91.0,68.28,94.83,33581.26
9109.0,22.0,16.28,24.42,7288.16
6894.0,55.0,33.67,50.5,11701.7
5516.0,57.0,81.84,122.76,43541.43
7885.0,68.0,63.95,88.82,21379.05
2766.0,49.0,34.67,44.3,9901.55
9871.0,43.0,22.81,34.21,12437.72
6446.0,25.0,92.31,138.46,39696.85
3352.0,56.0,93.32,139.98,30670.6
5366.0,14.0,38.27,53.15,14867.06
8001.0,56.0,65.6,65.6,25124.8
4979.0,30.0,29.05,37.12,8153.3
6274.0,95.0,98.34,147.51,30553.74
1333.0,71.0,67.28,100.92,26313.23
1271.0,29.0,48.72,73.08,22210.9
3557.0,12.0,64.63,96.94,29732.72
8377.0,53.0,9.63,14.44,3987.85
7258.0,95.0,61.31,78.34,15304.93
7624.0,1.0,44.94,67.41,18941.99
8459.0,98.0,19.62,29.43,6288.49
4124.0,72.0,53.26,79.89,18733.36
5576.0,33.0,71.5,107.25,22986.93
3953.0,81.0,94.25,141.38,32642.62
5500.0,19.0,75.64,113.46,31815.53
3121.0,56.0,36.31,54.46,10349.89
9975.0,77.0,12.52,13.22,5391.47
6434.0,12.0,50.78,64.89,16378.37
7228.0,25.0,42.64,63.96,20950.92
4623.0,7.0,13.85,13.85,5872.4
3158.0,59.0,44.02,66.03,18486.13
3795.0,29.0,76.71,115.06,31715.57
6143.0,47.0,53.07,79.6,21867.28
9556.0,45.0,34.5,47.92,8549.0
2761.0,1.0,10.47,15.71,1467.95
2509.0,76.0,40.22,60.33,16346.3
2726.0,48.0,33.95,50.92,14319.46
7698.0,46.0,35.96,45.95,8317.88
7410.0,37.0,7.81,11.72,2311.54
4439.0,49.0,9.07,12.6,4052.83
1210.0,70.0,10.96,16.44,4632.88
2344.0,84.0,58.85,88.28,22981.47
9476.0,5.0,94.2,141.3,46639.4
9212.0,83.0,62.22,93.33,25947.07
7322.0,52.0,26.76,37.17,4885.3
3151.0,69.0,21.26,31.89,7633.6
3199.0,7.0,71.42,107.13,21949.44
8373.0,33.0,37.59,56.39,13294.92
1555.0,56.0,55.77,77.46,20723.89
7677.0,26.0,66.84,100.26,26050.86
5550.0,4.0,26.9,26.9,12777.5
4822.0,32.0,81.33,122.0,34861.97
4974.0,20.0,52.37,78.55,22340.55
6085.0,50.0,94.76,142.14,39858.12
5527.0,22.0,19.65,29.48,9666.94
3888.0,85.0,75.25,112.88,31386.4
2731.0,90.0,88.92,133.38,35227.03
4414.0,67.0,80.87,121.3,24962.36
8562.0,31.0,36.21,54.32,16319.23
1919.0,8.0,85.41,128.12,29276.3
3284.0,24.0,29.8,44.7,7837.14
9144.0,1.0,31.9,47.85,16762.99
1519.0,79.0,89.8,134.7,38190.49
5818.0,36.0,97.96,146.94,34930.65
9774.0,23.0,66.01,66.01,24621.73
3615.0,91.0,44.92,67.38,20301.69
1874.0,23.0,44.67,67.0,20073.06
4400.0,74.0,45.96,68.94,22898.75
7648.0,57.0,68.89,103.34,31452.14
1228.0,78.0,53.04,67.77,11325.63
9264.0,40.0,50.17,50.17,21723.61
3985.0,94.0,12.96,19.44,4112.72
1416.0,6.0,37.9,37.9,14970.5
2435.0,38.0,25.87,38.8,5000.95
3052.0,84.0,44.39,66.59,19674.68
8624.0,67.0,7.71,11.56,3871.26
1368.0,82.0,31.14,46.71,10593.06
5259.0,49.0,5.47,8.2,3077.8
7211.0,44.0,85.86,128.79,39560.09
8777.0,74.0,73.35,93.72,15065.6
5650.0,97.0,17.29,25.94,6247.28
3068.0,11.0,66.23,99.34,21052.73
4735.0,31.0,12.23,18.34,5251.92
2516.0,62.0,22.08,33.12,8473.23
3580.0,96.0,60.64,77.48,21260.96
3789.0,19.0,46.82,46.82,22192.68
1785.0,37.0,28.31,39.32,7575.67
5545.0,24.0,45.84,63.67,16415.13
8193.0,97.0,13.82,13.82,6440.12
4393.0,58.0,23.63,35.44,7460.41
2737.0,31.0,98.9,148.35,33290.54
5889.0,24.0,90.75,136.12,33902.1
7204.0,96.0,84.49,126.73,48939.91
3658.0,23.0,30.16,45.24,11561.13
2333.0,71.0,81.43,122.15,43357.39
7613.0,7.0,86.91,130.36,37446.19
3665.0,86.0,60.23,60.23,25356.83
9324.0,87.0,40.19,46.89,10645.28
4412.0,55.0,75.67,113.5,29065.25
9265.0,10.0,41.39,62.08,16691.91
5550.0,66.0,72.72,109.08,25817.01
1365.0,14.0,12.08,12.08,6003.76
7957.0,24.0,17.59,26.38,6822.23
9355.0,35.0,92.49,138.73,30881.48
3855.0,77.0,98.21,147.32,27842.02
3896.0,73.0,94.06,141.09,55619.41
5744.0,83.0,87.1,130.65,26498.62
5160.0,15.0,23.1,34.65,6226.49
3108.0,82.0,52.14,78.21,21157.47
2103.0,57.0,47.31,70.96,18429.62
1118.0,26.0,53.32,79.98,22120.17
6785.0,87.0,72.55,108.82,26320.13
4317.0,71.0,93.94,140.91,37753.56
1286.0,75.0,86.33,129.5,34059.2
6384.0,40.0,42.72,64.08,22063.23
7100.0,71.0,77.35,116.02,43979.07
3478.0,54.0,48.23,66.99,21428.13
9877.0,48.0,37.4,56.1,16494.17
7125.0,91.0,84.92,127.38,29469.15
8106.0,33.0,61.19,91.78,26837.69
5168.0,73.0,31.72,47.58,9366.22
2103.0,98.0,44.1,44.1,8555.4
4918.0,2.0,45.84,68.76,22511.3
8735.0,35.0,29.14,29.14,13316.98
3112.0,87.0,73.54,110.31,24507.71
6656.0,83.0,46.98,70.47,21954.92
8998.0,6.0,26.27,39.4,13283.28
5361.0,23.0,55.4,55.4,27478.4
8864.0,94.0,30.21,45.32,7414.71
7676.0,69.0,87.97,131.95,44557.92
4220.0,19.0,24.18,36.27,6367.45
3411.0,34.0,17.6,24.44,5170.86
7192.0,48.0,42.87,64.3,12402.77
4652.0,67.0,89.12,133.68,37368.71
2060.0,86.0,81.64,122.46,34720.75
9971.0,17.0,98.88,148.32,47144.85
5531.0,70.0,87.21,130.82,41769.02
5133.0,77.0,5.63,8.44,2207.65
1991.0,23.0,34.33,51.5,11634.77
1996.0,65.0,41.6,62.4,21429.08
4984.0,9.0,32.98,49.47,11417.23
8305.0,33.0,16.36,24.54,7377.86
7214.0,29.0,60.78,60.78,26864.76
3794.0,10.0,13.08,19.62,3706.58
8816.0,18.0,24.73,37.1,5766.87
8352.0,70.0,42.58,59.14,12458.7
8346.0,30.0,16.16,16.16,6512.48
1524.0,95.0,44.98,67.47,17445.64
3637.0,24.0,56.4,84.6,21791.63
8515.0,34.0,94.11,141.16,33175.42
8449.0,85.0,43.19,64.78,17483.65
5035.0,16.0,85.21,127.82,25597.72
7091.0,45.0,96.78,96.78,46841.52
6400.0,24.0,32.79,45.54,20862.08
3986.0,53.0,41.98,62.97,14716.4
9260.0,44.0,38.39,57.58,23316.46
5326.0,91.0,27.27,37.88,9689.85
6569.0,47.0,14.66,14.66,5468.18
6098.0,35.0,79.99,79.99,27596.55
1303.0,64.0,67.78,101.67,34396.38
4381.0,97.0,21.75,32.62,8679.04
4534.0,70.0,7.37,11.06,2863.4
7934.0,65.0,38.78,58.17,18086.81
5968.0,89.0,20.21,30.32,7041.57
5176.0,52.0,31.31,46.96,10324.85
1253.0,54.0,37.85,56.78,15223.36
4090.0,63.0,15.9,23.85,3723.56
1436.0,38.0,74.56,111.84,18205.32
8139.0,68.0,16.12,22.39,3625.88
8568.0,89.0,23.27,34.9,9158.76
4259.0,82.0,23.08,34.62,7980.01
1889.0,43.0,58.77,88.16,35642.77
6036.0,76.0,79.62,119.43,33025.36
2686.0,6.0,56.18,78.03,18498.49
9881.0,97.0,35.26,52.89,17090.61
9137.0,91.0,87.01,87.01,31671.64
5409.0,76.0,73.14,69.08,13962.21
3475.0,71.0,35.64,53.46,14933.38
9913.0,33.0,69.66,104.49,27566.38
7182.0,9.0,72.23,92.29,25435.05
9012.0,35.0,31.37,47.06,14349.23
5950.0,70.0,40.86,61.29,10360.77
7496.0,57.0,42.06,63.09,17710.24
9400.0,80.0,27.73,41.6,12352.17
6330.0,50.0,24.26,33.69,8927.57
8245.0,24.0,25.26,35.08,9737.81
2232.0,67.0,32.52,48.78,12197.82
2850.0,41.0,38.62,57.93,13587.82
5516.0,14.0,94.63,141.94,58725.94
7776.0,68.0,78.97,78.97,37668.69
2284.0,56.0,70.67,106.0,35601.1
5375.0,75.0,88.75,88.75,28222.5
1963.0,63.0,20.08,30.12,10180.43
6653.0,13.0,53.87,80.8,18817.93
8534.0,57.0,13.6,20.4,3877.1
3928.0,82.0,41.66,57.86,11563.83
6650.0,67.0,63.59,95.38,39240.28
5608.0,16.0,51.33,77.0,13168.13
3000.0,9.0,32.66,48.99,11403.26
2567.0,95.0,6.31,9.46,1771.93
6811.0,20.0,67.38,101.07,13392.56
9569.0,26.0,64.91,97.36,27833.05
4899.0,13.0,90.06,135.09,23864.2
2997.0,9.0,37.75,37.75,13778.75
3933.0,84.0,6.82,10.23,3861.19
7728.0,58.0,62.61,62.61,27736.23
4286.0,49.0,55.61,77.24,23061.27
9057.0,16.0,82.22,123.33,27166.94
1891.0,67.0,24.32,24.32,11454.72
7340.0,43.0,26.45,39.67,13748.37
2946.0,29.0,10.46,11.04,3769.28
3095.0,31.0,83.97,125.96,31777.82
4939.0,84.0,90.47,135.7,32711.72
6756.0,20.0,36.0,36.0,13104.0
8675.0,18.0,75.3,112.95,31385.61
5820.0,38.0,18.21,27.32,8531.41
4135.0,34.0,94.0,94.0,41172.0
2658.0,53.0,81.05,121.57,28239.12
1196.0,47.0,24.61,36.92,6626.82
9510.0,4.0,97.16,145.74,35473.97
2668.0,48.0,66.31,99.46,29450.22
9426.0,65.0,57.5,67.08,20031.74
5142.0,67.0,80.57,120.85,30283.99
4911.0,42.0,33.65,50.47,12621.9
6326.0,25.0,74.01,111.02,32036.93
5781.0,21.0,85.98,128.97,18470.65
9248.0,69.0,98.49,147.73,27653.69
7434.0,39.0,38.83,38.83,19376.17
8118.0,97.0,58.27,74.46,21702.51
5586.0,78.0,20.46,20.46,10148.16
2643.0,53.0,88.17,132.26,23039.08
6547.0,93.0,63.68,95.52,32209.37
7310.0,68.0,98.86,148.29,47162.61
2386.0,68.0,56.21,84.32,21428.0
6914.0,25.0,98.7,148.05,45176.93
1198.0,92.0,26.17,39.26,14944.01
1293.0,28.0,54.33,81.5,10574.32
2148.0,23.0,20.93,31.4,5805.55
1863.0,72.0,52.59,78.89,25815.85
8115.0,3.0,15.37,23.06,3512.97
8055.0,98.0,9.25,9.25,4449.25
7897.0,7.0,79.34,79.34,34512.9
7353.0,9.0,51.73,77.6,14467.7
6372.0,71.0,90.07,135.1,48771.29
5642.0,52.0,5.28,5.28,2613.6
8165.0,35.0,91.56,137.34,29717.87
2600.0,59.0,7.63,11.44,2265.66
4277.0,95.0,31.25,46.88,10324.58
7075.0,7.0,50.28,75.42,19128.47
2262.0,47.0,32.49,48.74,9766.45
4710.0,95.0,99.88,149.82,32880.43
7822.0,53.0,95.62,143.43,43435.48
4102.0,54.0,95.04,142.56,28042.91
8647.0,67.0,63.93,95.9,26396.79
8958.0,69.0,29.99,44.98,7393.64
6248.0,73.0,8.55,6.18,1031.11
8172.0,62.0,94.06,141.09,43749.47
4105.0,52.0,27.8,41.7,8954.73
5612.0,77.0,89.49,134.23,25417.33
3799.0,48.0,61.1,91.65,22796.43
5010.0,60.0,41.56,62.34,14026.52
1306.0,84.0,65.49,98.23,29568.92
8931.0,16.0,64.23,89.21,14282.59
8510.0,31.0,16.53,24.8,5635.08
4046.0,44.0,39.18,58.77,14425.35
4238.0,78.0,7.17,10.76,3443.78
7701.0,8.0,27.76,41.64,11307.14
6969.0,19.0,51.23,76.84,21378.3
1907.0,2.0,29.3,43.95,10777.59
7092.0,94.0,64.86,97.29,23876.96
5931.0,79.0,59.86,89.79,26027.04
5248.0,42.0,55.71,83.56,18772.14
2101.0,78.0,70.56,70.56,29988.0
6292.0,68.0,53.7,74.58,16852.65
1384.0,62.0,36.19,36.19,14874.09
7028.0,21.0,27.48,38.17,8619.39
8959.0,79.0,15.27,15.27,7222.71
5538.0,48.0,80.49,120.73,25648.75
4837.0,89.0,7.55,11.32,2702.64
3305.0,9.0,56.56,78.56,24910.23
1914.0,52.0,17.26,25.89,6705.53
4376.0,38.0,71.06,106.59,28098.54
8974.0,17.0,56.07,77.88,23634.19
6034.0,52.0,6.71,10.06,2178.26
2239.0,13.0,54.83,54.83,24837.99
1795.0,74.0,14.15,21.22,6132.78
1016.0,60.0,94.54,141.81,36961.25
3730.0,5.0,84.4,126.6,32502.97
3048.0,49.0,11.45,17.17,3899.42
8417.0,13.0,60.23,76.96,9828.17
4494.0,55.0,72.7,92.89,20393.41
6096.0,84.0,57.23,73.13,24324.77
7481.0,55.0,92.01,138.02,43895.93
7853.0,29.0,13.22,19.83,5474.42
7793.0,23.0,62.36,62.36,24881.64
5036.0,4.0,46.92,70.38,23703.09
7148.0,13.0,74.05,111.07,22843.82
6545.0,9.0,6.65,9.98,2862.64
7664.0,63.0,77.54,116.31,30132.05
9911.0,1.0,9.11,13.66,4993.15
7416.0,90.0,55.45,70.85,22808.57
5855.0,1.0,6.74,9.36,3841.94
2259.0,73.0,95.58,143.37,40234.39
5185.0,73.0,82.05,123.07,25477.26
8555.0,98.0,81.74,122.61,40373.15
6593.0,5.0,6.64,9.96,2850.83
3949.0,58.0,78.79,118.18,28978.24
6280.0,34.0,90.61,135.92,37865.86
2984.0,42.0,65.11,65.11,20835.2
6473.0,2.0,86.67,130.0,36733.15
2477.0,64.0,68.4,87.4,33454.68
2590.0,91.0,85.75,128.62,47565.3
3783.0,58.0,18.88,28.32,8594.75
4101.0,31.0,52.75,79.12,18312.28
8370.0,99.0,46.62,46.62,22470.84
6977.0,78.0,13.97,20.96,4609.87
5699.0,7.0,47.96,71.94,19684.25
3762.0,97.0,57.52,86.28,26264.23
9017.0,30.0,63.99,63.99,22268.52
9689.0,21.0,87.34,131.01,38566.13
2005.0,44.0,9.77,14.66,2712.2
7284.0,17.0,9.49,14.24,4463.56
6613.0,24.0,93.2,139.8,44295.08
2238.0,62.0,98.11,147.16,14762.52
5593.0,63.0,41.86,58.14,20808.9
7054.0,21.0,92.29,138.44,27211.07
9699.0,23.0,94.31,141.46,48046.96
7389.0,25.0,36.87,55.3,9248.11
2749.0,55.0,67.83,101.74,28166.15
4247.0,67.0,93.81,78.18,16176.15
4840.0,6.0,83.05,83.05,23087.9
3193.0,92.0,79.04,118.56,28423.4
2954.0,13.0,24.31,33.76,7662.04
9858.0,77.0,44.26,66.39,24550.7
8436.0,31.0,82.13,123.2,33798.04
6780.0,50.0,31.46,43.69,13908.33
1828.0,77.0,93.58,140.37,49862.93
1202.0,96.0,34.24,51.36,11190.1
4356.0,97.0,33.91,50.86,13181.84
3709.0,22.0,26.04,39.06,7426.92
6565.0,29.0,87.1,87.1,38585.3
3712.0,50.0,36.33,54.5,9012.83
9448.0,77.0,97.71,146.56,30896.4
9141.0,99.0,69.51,69.51,31696.56
1813.0,83.0,8.23,12.34,4503.94
7426.0,82.0,53.85,74.79,21916.38
8274.0,40.0,16.58,24.87,7650.48
9964.0,23.0,58.53,87.8,20960.42
1449.0,58.0,94.76,142.14,35520.81
3008.0,77.0,30.82,46.23,13102.72
6077.0,90.0,8.22,12.33,2500.39
3949.0,23.0,22.11,22.11,9883.17
6862.0,93.0,70.84,70.84,30319.52
9720.0,88.0,55.8,65.1,29284.99
7852.0,96.0,51.39,71.38,23424.42
4581.0,59.0,45.95,68.93,21007.06
5723.0,99.0,94.41,141.62,67361.31
6127.0,56.0,87.88,131.82,44982.71
4655.0,92.0,5.27,7.9,2163.2
9670.0,21.0,92.16,138.24,36420.6
7791.0,21.0,14.25,21.38,2505.5
7840.0,53.0,30.39,45.58,10440.9
3865.0,64.0,53.04,79.56,26447.58
3315.0,20.0,93.68,140.52,27410.46
9770.0,63.0,49.39,68.6,20252.12
7768.0,84.0,49.98,74.97,24808.85
7703.0,51.0,58.78,58.78,20925.68
8560.0,21.0,38.09,38.09,16683.42
7056.0,19.0,23.88,35.82,9789.44
8072.0,37.0,19.01,28.52,9107.78
3254.0,15.0,52.64,78.96,17809.2
2672.0,42.0,91.39,137.08,49505.19
6397.0,44.0,74.38,111.57,24829.89
5862.0,47.0,59.25,59.25,27195.75
7645.0,79.0,39.71,59.56,15365.51
6727.0,35.0,7.5,11.25,2760.72
7976.0,71.0,60.05,90.07,24162.27
5602.0,78.0,10.42,15.63,4100.77
5864.0,52.0,96.49,144.73,22698.96
8756.0,23.0,95.89,143.84,40066.45
2512.0,14.0,78.13,117.2,40755.2
9716.0,19.0,72.1,108.15,29254.01
8842.0,73.0,86.33,129.5,27420.33
7245.0,24.0,59.44,89.16,29255.83
7677.0,4.0,86.16,129.24,27683.51
2498.0,63.0,78.05,117.07,44956.13
1098.0,65.0,5.72,8.58,2905.37
6687.0,25.0,97.01,145.52,55474.52
1840.0,75.0,13.07,19.6,6250.14
2522.0,21.0,62.65,80.05,19782.39
4394.0,34.0,40.95,61.42,15010.4
9122.0,25.0,57.38,79.69,19381.4
6008.0,6.0,11.97,17.96,2419.68
7954.0,24.0,84.52,84.52,30089.12
4663.0,23.0,90.25,90.25,40612.5
3453.0,46.0,76.59,114.88,32447.68
4515.0,76.0,78.96,118.44,27037.77
1288.0,99.0,20.19,30.29,9008.33
3004.0,82.0,59.81,76.42,13358.93
2380.0,96.0,20.22,30.33,5008.63
9305.0,64.0,91.05,136.57,34058.12
8726.0,57.0,25.97,36.07,5492.03
9583.0,46.0,36.86,55.29,20835.67
3664.0,59.0,77.2,115.8,30602.09
8696.0,85.0,5.18,6.04,1880.69
1634.0,84.0,36.63,54.95,18498.64
3288.0,27.0,17.8,26.7,6743.64
9548.0,40.0,80.18,120.27,44658.84
2211.0,71.0,42.74,59.36,12992.15
1784.0,53.0,30.48,45.72,7394.07
3105.0,22.0,70.72,70.72,24044.8
8177.0,87.0,21.42,32.13,7266.69
3980.0,81.0,42.22,63.33,14849.2
2901.0,71.0,54.32,69.41,25611.86
2595.0,21.0,9.49,12.13,2404.14
2715.0,31.0,29.81,44.72,13452.17
4020.0,44.0,84.83,127.24,16207.36
9436.0,28.0,57.07,79.26,24004.66
1317.0,87.0,34.02,51.03,8290.23
3760.0,31.0,9.28,9.28,3981.12
5729.0,52.0,77.1,115.65,25288.39
8885.0,68.0,64.11,96.16,18814.72
2233.0,26.0,16.75,25.12,6042.05
5615.0,1.0,25.73,38.6,9470.21
5459.0,47.0,33.79,43.18,10458.24
2268.0,8.0,42.2,58.61,16105.35
1415.0,80.0,7.4,11.1,2703.56
6457.0,15.0,67.09,100.64,24201.15
9046.0,43.0,61.07,91.6,27227.57
3748.0,60.0,38.62,57.93,17566.36
3005.0,58.0,88.14,132.21,42990.22
6913.0,78.0,61.51,92.26,30502.71
1285.0,83.0,66.05,99.07,22714.24
3409.0,63.0,81.3,121.95,25473.74
8292.0,46.0,87.13,130.7,19907.8
3286.0,81.0,75.42,79.61,10632.78
1440.0,36.0,22.08,33.12,6227.78
9932.0,64.0,19.55,29.33,8428.08
8077.0,71.0,64.18,89.14,27226.76
4002.0,13.0,62.18,93.27,24434.39
3315.0,40.0,10.12,15.18,4098.0
5742.0,72.0,51.33,77.0,24340.11
3331.0,15.0,33.57,50.36,10528.24
5123.0,78.0,61.4,92.1,29024.11
4328.0,73.0,79.68,119.52,32386.55
2147.0,24.0,35.53,53.3,11413.92
3541.0,70.0,48.8,73.2,20729.51
4977.0,61.0,44.41,61.68,15679.38
9087.0,18.0,17.25,25.88,7536.54
8839.0,37.0,90.36,135.54,36668.72
5355.0,84.0,18.25,27.38,9067.76
5669.0,20.0,88.47,132.7,37691.71
2509.0,24.0,69.49,104.23,28581.65
3881.0,31.0,9.61,14.42,4439.82
2822.0,84.0,9.72,14.58,3978.91
4335.0,24.0,19.81,29.71,6665.08
8969.0,48.0,54.6,75.83,24576.1
8613.0,37.0,90.92,90.92,31912.92
7509.0,59.0,79.36,79.36,37457.92
1072.0,8.0,96.23,144.34,42390.39
5377.0,8.0,59.0,59.0,23364.0
7504.0,1.0,82.63,123.94,35147.32
4481.0,54.0,73.75,77.85,21394.7
2598.0,22.0,29.51,44.26,10703.27
3032.0,61.0,16.46,24.69,8192.59
9676.0,98.0,29.11,43.66,6130.24
3815.0,60.0,94.38,141.57,32336.42
6560.0,46.0,93.43,140.15,29674.75
9679.0,11.0,26.2,39.3,8789.64
8881.0,60.0,51.17,76.76,11572.35
4477.0,32.0,27.58,35.24,6739.2
6563.0,37.0,13.01,13.01,6127.71
5394.0,40.0,21.07,21.07,6299.93
2569.0,11.0,17.26,17.26,7249.2
1446.0,81.0,36.83,55.24,15901.34
1412.0,15.0,65.95,98.93,41758.6
4479.0,39.0,49.13,49.13,21469.81
1877.0,6.0,22.28,33.42,8339.14
5465.0,70.0,85.29,127.94,39327.29
5133.0,88.0,27.49,41.24,7828.91
9392.0,88.0,97.83,146.74,45295.89
5148.0,1.0,85.07,127.6,36723.39
6829.0,84.0,90.3,135.45,49475.72
2119.0,70.0,18.97,28.46,8512.26
4246.0,48.0,83.94,88.6,14828.05
7838.0,87.0,68.29,102.44,18570.02
9427.0,5.0,80.99,121.48,24415.03
8824.0,56.0,29.47,44.2,14877.55
2989.0,76.0,64.83,97.24,30292.84
4041.0,47.0,9.15,13.73,3941.65
5640.0,5.0,39.56,39.56,17445.96
4755.0,3.0,39.47,59.2,12725.36
4259.0,11.0,82.22,82.22,31736.92
5559.0,85.0,44.37,44.37,21475.08
9802.0,30.0,71.15,106.72,36698.53
2684.0,59.0,54.39,75.54,22468.49
6607.0,88.0,60.0,76.67,22510.02
1631.0,26.0,82.19,86.76,19419.52
6539.0,92.0,43.65,65.47,19021.97
7414.0,8.0,80.44,120.66,45814.56
4081.0,97.0,12.86,19.29,7443.53
7014.0,78.0,82.22,82.22,22281.62
4934.0,28.0,16.77,25.16,6243.45
9770.0,91.0,55.38,76.92,17422.15
4883.0,66.0,60.03,76.7,12328.17
5787.0,3.0,84.35,84.35,40234.95
6828.0,64.0,20.67,31.01,7824.26
6651.0,15.0,31.98,47.97,14826.92
4457.0,84.0,36.7,55.05,12905.71
8794.0,49.0,27.63,41.44,11236.53
2682.0,65.0,74.9,112.35,34049.88
4827.0,87.0,60.86,84.53,18906.78
2510.0,93.0,21.19,31.79,6151.37
9732.0,32.0,22.95,34.42,9544.92
9228.0,30.0,46.12,69.18,23936.54
1531.0,90.0,71.67,107.5,33492.03
9820.0,75.0,91.84,137.76,43865.36
1992.0,72.0,93.26,93.26,37956.82
7626.0,32.0,94.2,141.3,45617.57
2773.0,49.0,23.68,23.68,8501.12
3890.0,90.0,19.79,29.68,10529.52
2663.0,26.0,23.11,34.66,10625.87
1723.0,16.0,43.75,65.62,20443.69
9853.0,7.0,11.71,17.57,4281.85
8247.0,95.0,28.18,36.01,11089.81
4137.0,82.0,50.1,75.15,28706.82
8487.0,61.0,6.95,10.42,3903.96
7369.0,72.0,38.28,53.17,13136.51
6824.0,82.0,48.47,72.7,18298.92
9781.0,30.0,24.41,33.9,8083.66
2715.0,64.0,19.86,19.86,7328.34
8319.0,62.0,51.96,77.94,30529.15
8662.0,6.0,17.14,25.71,6144.53
5283.0,70.0,17.21,25.82,7179.96
6292.0,28.0,80.84,121.26,39894.05
3025.0,77.0,76.83,115.24,34296.73
7057.0,8.0,45.29,67.94,17951.12
